scenario,avg_fitness_mean,avg_fitness_sd,best_fitness_mean,survival_mean,reproductions_mean,hazard_hits_mean,food_eaten_mean,speed_mean,endurance_mean,foraging_mean,reproduction_trait_mean,q_states_mean,fitness_delta_mean
baseline,94.06090749120146,8.316896328739961,330.6999999999997,0.6640271493212669,28.0,92.66666666666667,164.0,1.5928408233601155,1.3146915711241847,1.438482495943609,0.4825004658416876,4961.902966314731,27.773365645194907
low_mutation,77.4561315453383,12.318766694017153,239.8699999999996,0.5470625798212005,14.333333333333334,101.0,112.0,1.4292116691965988,1.3735024728769105,1.4270622483415696,0.5003946417397345,4641.294763729246,1.6594161609587463
high_mutation,79.85822607022594,3.208328692950121,321.6999999999997,0.531024531024531,22.333333333333332,124.66666666666667,134.0,1.6052847992934356,1.4715053988991977,1.4568392735079911,0.4556502625240614,4930.175372775373,9.97098776613251
low_hazard,96.74815723541333,11.30511787148965,354.04666666666634,0.6318052315545274,44.666666666666664,56.666666666666664,179.0,1.4101894632803216,1.300903600704072,1.394545223684994,0.48651343465012475,6069.8206287287,0.9695869223759956
high_hazard,70.116433507783,5.856072998098386,271.78333333333296,0.522980407944176,17.333333333333332,137.66666666666666,108.0,1.605696103389027,1.4167898746282714,1.4228319247432442,0.4370053268029711,3823.283917069243,22.037196940091352
no_exploration,76.07811154949766,14.14240876393973,207.04999999999967,0.5904571178064723,9.0,43.666666666666664,82.66666666666667,1.4452720505046541,1.2771255951280187,1.4968346300538868,0.49591301002137644,3489.496104336043,9.74673489357229
high_exploration,100.03647895489391,22.21545166356133,387.1833333333332,0.6647397794268973,51.333333333333336,108.66666666666667,223.0,1.4413363050417793,1.3917413831408678,1.4237247685269665,0.47144846223577475,6523.107661545787,19.6108941595724
