generation,steps,population_end,population_total,survival_rate,avg_fitness,best_fitness,median_fitness,avg_energy_alive,food_eaten,reproductions,hazard_hits,avg_speed,avg_endurance,avg_foraging,avg_reproduction,avg_q_states
0,260,16,38,0.42105263157894735,61.50657894736823,176.69999999999956,53.44499999999983,55.350920861020946,71,6,68,1.4753801084305154,1.356769392154247,1.3392409817151294,0.458800438913525,19.210526315789473
1,260,21,39,0.5384615384615384,64.21384615384598,217.69999999999956,36.93999999999979,49.77999350067867,81,7,86,1.4344079733211514,1.371854274114794,1.354701798826124,0.47386476171292274,78.17948717948718
2,260,25,45,0.5555555555555556,65.6424444444443,225.99999999999963,40.150000000000006,53.4727126316727,87,13,97,1.493013658947697,1.3424529710515611,1.4526372962983167,0.4664921246931125,210.77777777777777
3,260,22,44,0.5,69.15522727272709,230.39999999999958,69.4149999999998,56.42309419351334,74,12,61,1.4341900225247093,1.337989123819851,1.4559267985415651,0.503976950854981,443.45454545454544
4,260,29,49,0.5918367346938775,77.61571428571413,270.6999999999996,65.06999999999984,54.749291717020995,94,17,75,1.4445571782053774,1.3464179120470985,1.4299213471061902,0.5136326807914791,754.4897959183673
5,260,26,47,0.5531914893617021,74.94744680851049,274.1999999999996,64.51999999999984,67.20232865321934,120,15,127,1.4165393335724528,1.3534422314819714,1.4322246389518496,0.51817322775691,1082.1914893617022
6,260,16,38,0.42105263157894735,50.018947368420925,187.0499999999996,20.734999999999978,57.415439222266876,46,6,65,1.3921530256503798,1.3430522391825055,1.4468212873239796,0.5095598377294513,1467.8947368421052
7,260,25,39,0.6410256410256411,73.61333333333313,288.54999999999956,71.73999999999975,53.91438479885233,81,7,78,1.4069969335321586,1.3404118752973864,1.441460179582976,0.5105787361334563,1860.8974358974358
8,260,26,46,0.5652173913043478,81.8871739130433,266.1499999999996,80.39499999999977,61.322805904635636,98,14,65,1.4186446909306099,1.32294228507802,1.4402351870743058,0.5207174436364338,2181.195652173913
9,260,30,50,0.6,76.25699999999985,218.39999999999972,60.02999999999987,49.435577563435345,82,18,66,1.4286157848892296,1.3119848789129624,1.4495152140769765,0.5290233651867312,2553.7
10,260,13,39,0.3333333333333333,43.7307692307691,140.94999999999962,16.16000000000001,75.22324546714732,60,7,94,1.4354513868665921,1.3054089484906415,1.4593572679226494,0.5316142007412222,2928.076923076923
11,260,31,48,0.6458333333333334,92.60624999999982,231.24999999999974,100.99999999999967,62.53074582588693,108,16,24,1.4406246988898495,1.313373480221448,1.468133892084256,0.5344391521892552,3369.8541666666665
