generation,steps,population_end,population_total,survival_rate,avg_fitness,best_fitness,median_fitness,avg_energy_alive,food_eaten,reproductions,hazard_hits,avg_speed,avg_endurance,avg_foraging,avg_reproduction,avg_q_states
0,260,16,41,0.3902439024390244,49.576829268292556,242.2999999999996,0.1,55.10409987420839,80,9,152,1.5191783569086772,1.4020614765187138,1.406062658502114,0.4831862109381186,27.21951219512195
1,260,12,47,0.2553191489361702,41.25021276595733,162.2999999999996,6.9100000000000055,55.204627360577696,79,15,176,1.4855027913995391,1.4034509506149309,1.5031651089413172,0.3914741370041822,118.82978723404256
2,260,23,42,0.5476190476190477,72.52523809523798,342.4000000000015,37.23499999999984,64.16787237177654,101,10,108,1.4879373943429364,1.4021722304296287,1.4872615201482176,0.3518649524313386,278.35714285714283
3,260,17,47,0.3617021276595745,48.68425531914881,226.24999999999966,6.839999999999776,48.073421185956164,79,15,168,1.504439000092837,1.4221125919424007,1.4826535580199693,0.3854187499676668,525.5957446808511
4,260,19,49,0.3877551020408163,52.573877551020324,318.24999999999966,1.5900000000000034,66.45642503924532,109,17,207,1.5338224941067902,1.4266980441029156,1.4754261121392214,0.3973399850890694,924.795918367347
5,260,29,50,0.58,74.61099999999983,254.4599999999997,50.039999999999864,45.30033066245699,96,18,95,1.516287765638011,1.4621515938561713,1.49714248742005,0.39988527105778865,1315.26
6,260,27,43,0.627906976744186,76.97744186046495,293.1999999999996,67.72999999999979,55.73280676511346,102,11,97,1.5022983425344416,1.4668966452446697,1.484732825771575,0.416255231355237,1632.906976744186
7,260,21,57,0.3684210526315789,63.079298245613906,326.79999999999967,19.319999999999766,61.63329522004632,127,25,173,1.4920988707415181,1.4551830281113793,1.4800321984170897,0.4163770069165514,2067.7894736842104
8,260,25,51,0.49019607843137253,72.37098039215671,245.44999999999956,66.32999999999976,63.83084339845799,119,19,155,1.4609947361510254,1.4612423087165587,1.4841678412125172,0.4337556506747587,2471.4901960784314
9,260,28,47,0.5957446808510638,72.91553191489348,291.4999999999996,35.34999999999958,62.31287912436643,93,15,90,1.461869275728103,1.4544886826386714,1.4981525517616148,0.42841483634926336,2913.7659574468084
10,260,22,49,0.4489795918367347,63.073877551020274,294.37,31.290000000000006,58.97910575612429,114,17,186,1.4553885775311977,1.4621169649576455,1.483461732788233,0.425700188780148,3422.326530612245
11,260,25,46,0.5434782608695652,63.995434782608555,242.2999999999996,34.355000000000004,47.80993621677495,78,14,112,1.4418473898350614,1.4545158821527138,1.475865570289092,0.4224065013530783,3949.108695652174
