generation,steps,population_end,population_total,survival_rate,avg_fitness,best_fitness,median_fitness,avg_energy_alive,food_eaten,reproductions,hazard_hits,avg_speed,avg_endurance,avg_foraging,avg_reproduction,avg_q_states
0,260,37,57,0.6491228070175439,87.51263157894721,400.2000000000004,81.16999999999979,37.956984991328504,114,25,59,1.3549376737761285,1.3225800675523147,1.4012089005409205,0.4742471109180623,38.35087719298246
1,260,23,47,0.48936170212765956,72.89723404255304,254.69999999999956,25.240000000000002,42.23212267041958,98,15,82,1.4118982221688703,1.2655249976293872,1.396879174793002,0.45616791735740536,142.70212765957447
2,260,26,49,0.5306122448979592,85.26816326530593,258.4499999999996,101.1599999999998,66.7531126561026,135,17,85,1.4331852015457274,1.2924989385779997,1.3646118857757112,0.42850291840466315,334.3673469387755
3,260,18,49,0.3673469387755102,68.45142857142841,285.4499999999996,43.04999999999976,63.99328664372911,116,17,111,1.3796434372373088,1.267952368013773,1.3536763089952377,0.43521798400276956,604.204081632653
4,260,30,48,0.625,85.47624999999982,272.7999999999999,88.29999999999976,41.08609826122003,121,16,64,1.322074833412805,1.246206268956051,1.39753066237271,0.4453429425569613,965.6875
5,260,21,48,0.4375,64.32729166666654,192.79999999999959,57.53999999999992,72.86483131397988,109,16,127,1.3481575216868489,1.2705735631599677,1.3953078423864707,0.46365240500048904,1495.1458333333333
6,260,23,52,0.4423076923076923,70.74423076923064,299.20000000000016,58.04499999999986,44.223327428516804,91,20,71,1.3376115083360338,1.3007907164252013,1.408317296884554,0.49719888606271534,2149.8076923076924
7,260,30,60,0.5,81.99516666666655,480.4500000000013,47.15499999999989,52.514046298386,144,28,117,1.3394628557835986,1.2806733935581687,1.4389096170951734,0.49774357233185895,2709.6666666666665
8,260,43,59,0.7288135593220338,97.91084745762696,272.39999999999964,86.69999999999978,49.722030697030206,142,27,50,1.3572396358104717,1.2645537799245736,1.4274176388411886,0.4872253663055719,3109.6271186440677
9,260,23,50,0.46,70.96319999999986,228.1999999999996,34.58499999999975,64.6721756804003,137,18,163,1.3452190747567283,1.2727599516204662,1.4223009475312054,0.4904245212215495,3545.78
10,260,23,45,0.5111111111111111,76.14088888888872,272.7999999999996,64.1999999999999,62.824077916542926,105,13,75,1.3400735453926815,1.2895929854387602,1.4548803692541188,0.4953672921623489,3839.0222222222224
11,260,30,55,0.5454545454545454,78.03309090909079,386.09999999999957,32.90999999999983,58.042672275184124,118,23,101,1.3571415420574644,1.339726362047934,1.4592726318161875,0.49723018890295445,4398.018181818182
